1883 Cleveland Blues	0.55	4.76
1923 Philadelphia Athletics	0.451	4.32
1923 New York Giants	0.621	5.58
1923 Boston Red Sox	0.396	3.79
1923 St. Louis Browns	0.481	4.47
1923 Chicago Cubs	0.539	4.91
1923 Cincinnati Reds	0.591	4.6
1923 Pittsburgh Pirates	0.565	5.1
1923 St. Louis Cardinals	0.513	4.84
1923 Detroit Tigers	0.535	5.36
1923 Washington Senators	0.484	4.65
1923 Brooklyn Robins	0.49	4.86
1923 Boston Braves	0.348	4.1
1923 Philadelphia Phillies	0.323	4.83
1923 Chicago White Sox	0.442	4.44
1924 Philadelphia Athletics	0.467	4.51
1924 Philadelphia Phillies	0.362	4.45
1924 Cleveland Indians	0.438	4.93
1924 New York Yankees	0.582	5.22
1924 St. Louis Browns	0.484	5.03
1924 Cincinnati Reds	0.542	4.24
1924 Pittsburgh Pirates	0.588	4.73
1924 Chicago White Sox	0.429	5.15
1924 Brooklyn Robins	0.597	4.66
1924 Boston Braves	0.344	3.38
1924 Chicago Cubs	0.526	4.53
1924 New York Giants	0.604	5.56
1924 St. Louis Cardinals	0.422	4.81
1924 Detroit Tigers	0.551	5.44
1924 Washington Senators	0.59	4.84
1924 Boston Red Sox	0.427	4.69
1925 Boston Red Sox	0.309	4.2
1925 Washington Senators	0.632	5.45
1925 New York Giants	0.566	4.84
1925 Philadelphia Athletics	0.575	5.43
1925 Brooklyn Robins	0.444	5.14
1925 Boston Braves	0.458	4.63
1925 Cincinnati Reds	0.523	4.51
1925 Philadelphia Phillies	0.444	5.31
1925 Pittsburgh Pirates	0.621	5.96
1925 St. Louis Cardinals	0.503	5.41
1925 Chicago White Sox	0.513	5.27
1925 St. Louis Browns	0.532	5.84
1925 Chicago Cubs	0.442	4.69
1925 Cleveland Indians	0.452	5.05
1925 Detroit Tigers	0.519	5.79
1925 New York Yankees	0.442	4.53
1926 Philadelphia Athletics	0.553	4.51
1926 New York Giants	0.49	4.39
1926 Washington Senators	0.533	5.28
1926 Philadelphia Phillies	0.382	4.52
1926 Boston Braves	0.431	4.08
1926 Boston Red Sox	0.299	3.65
1926 Cleveland Indians	0.571	4.79
1926 Chicago White Sox	0.523	4.71
1926 New York Yankees	0.587	5.46
1926 St. Louis Browns	0.4	4.4
1926 Brooklyn Robins	0.458	4.02
1926 Chicago Cubs	0.529	4.4
1926 St. Louis Cardinals	0.571	5.24
1926 Detroit Tigers	0.503	5.05
1926 Cincinnati Reds	0.554	4.76
1926 Pittsburgh Pirates	0.535	4.9
1927 Chicago White Sox	0.458	4.33
1927 Cleveland Indians	0.431	4.37
1927 Chicago Cubs	0.556	4.9
1927 Cincinnati Reds	0.49	4.2
1927 St. Louis Cardinals	0.601	4.93
1927 Boston Red Sox	0.331	3.88
1927 Brooklyn Robins	0.422	3.51
1927 New York Yankees	0.71	6.29
1927 Philadelphia Athletics	0.587	5.43
1927 St. Louis Browns	0.381	4.67
1927 Boston Braves	0.387	4.2
1927 New York Giants	0.594	5.27
1927 Philadelphia Phillies	0.329	4.37
1927 Detroit Tigers	0.526	5.42
1927 Pittsburgh Pirates	0.603	5.24
1927 Washington Senators	0.541	4.98
1928 Philadelphia Phillies	0.283	4.34
1928 Pittsburgh Pirates	0.559	5.51
1928 Philadelphia Athletics	0.641	5.42
1928 Boston Braves	0.327	4.12
1928 Cincinnati Reds	0.51	4.24
1928 Boston Red Sox	0.37	3.82
1928 Detroit Tigers	0.442	4.83
1928 New York Yankees	0.656	5.81
1928 St. Louis Browns	0.532	5.01
1928 Chicago Cubs	0.591	4.64
1928 St. Louis Cardinals	0.617	5.24
1928 Chicago White Sox	0.465	4.23
1928 Cleveland Indians	0.4	4.35
1928 Washington Senators	0.484	4.63
1928 Brooklyn Robins	0.497	4.29
1928 New York Giants	0.6	5.21
1929 Philadelphia Athletics	0.689	5.97
1929 Chicago White Sox	0.388	4.13
1929 Cleveland Indians	0.533	4.72
1929 New York Giants	0.553	5.9
1929 Washington Senators	0.464	4.77
1929 Brooklyn Robins	0.458	4.93
1929 New York Yankees	0.571	5.84
1929 St. Louis Browns	0.513	4.76
1929 Boston Braves	0.364	4.27
1929 Philadelphia Phillies	0.461	5.82
1929 Pittsburgh Pirates	0.571	5.87
1929 St. Louis Cardinals	0.506	5.4
1929 Boston Red Sox	0.374	3.9
1929 Detroit Tigers	0.452	5.97
1929 Cincinnati Reds	0.426	4.43
1929 Chicago Cubs	0.628	6.29
1930 Boston Red Sox	0.338	3.97
1930 Chicago White Sox	0.403	4.73
1930 Cleveland Indians	0.526	5.78
1930 Detroit Tigers	0.487	5.08
1930 New York Yankees	0.558	6.9
1930 Philadelphia Athletics	0.662	6.18
1930 St. Louis Browns	0.416	4.88
1930 Washington Senators	0.61	5.79
1930 Brooklyn Robins	0.558	5.66
1930 Boston Braves	0.455	4.5
1930 Cincinnati Reds	0.383	4.32
1930 New York Giants	0.565	6.23
1930 Pittsburgh Pirates	0.519	5.79
1930 St. Louis Cardinals	0.597	6.52
1930 Chicago Cubs	0.577	6.4
1930 Philadelphia Phillies	0.333	6.05
1931 Boston Red Sox	0.405	4.08
1931 Philadelphia Athletics	0.699	5.61
1931 Brooklyn Robins	0.516	4.45
1931 New York Giants	0.569	5.02
1931 Detroit Tigers	0.396	4.23
1931 St. Louis Browns	0.409	4.69
1931 Cincinnati Reds	0.377	3.84
1931 St. Louis Cardinals	0.656	5.29
1931 Cleveland Indians	0.503	5.71
1931 New York Yankees	0.606	6.88
1931 Philadelphia Phillies	0.426	4.41
1931 Pittsburgh Pirates	0.484	4.1
1931 Chicago White Sox	0.359	4.51
1931 Washington Senators	0.59	5.4
1931 Boston Braves	0.41	3.42
1931 Chicago Cubs	0.538	5.31
1932 Chicago White Sox	0.322	4.39
1932 Cleveland Indians	0.569	5.52
1932 Detroit Tigers	0.497	5.22
1932 Boston Red Sox	0.279	3.68
1932 Philadelphia Athletics	0.61	6.37
1932 St. Louis Browns	0.409	4.78
1932 Washington Senators	0.604	5.45
1932 Brooklyn Dodgers	0.526	4.88
1932 Chicago Cubs	0.584	4.68
1932 New York Giants	0.468	4.9
1932 Philadelphia Phillies	0.506	5.48
1932 Pittsburgh Pirates	0.558	4.55
1932 Boston Braves	0.497	4.19
1932 Cincinnati Reds	0.387	3.71
1932 New York Yankees	0.686	6.42
1932 St. Louis Cardinals	0.462	4.38
1933 Boston Red Sox	0.423	4.7
1933 Chicago White Sox	0.444	4.52
1933 Cleveland Indians	0.497	4.33
1933 New York Yankees	0.599	6.1
1933 Philadelphia Athletics	0.52	5.76
1933 Philadelphia Phillies	0.395	3.99
1933 St. Louis Browns	0.359	4.37
1933 Washington Senators	0.647	5.56
1933 Cincinnati Reds	0.379	3.24
1933 Chicago Cubs	0.558	4.19
1933 Pittsburgh Pirates	0.565	4.33
1933 St. Louis Cardinals	0.532	4.46
1933 Detroit Tigers	0.484	4.66
1933 Boston Braves	0.532	3.54
1933 New York Giants	0.583	4.08
1933 Brooklyn Dodgers	0.414	3.93
1934 Philadelphia Phillies	0.376	4.53
1934 Pittsburgh Pirates	0.49	4.87
1934 Boston Braves	0.513	4.49
1934 Chicago Cubs	0.566	4.64
1934 Cincinnati Reds	0.342	3.88
1934 Boston Red Sox	0.497	5.36
1934 Chicago White Sox	0.346	4.6
1934 Philadelphia Athletics	0.444	4.99
1934 Brooklyn Dodgers	0.464	4.89
1934 New York Giants	0.608	4.97
1934 Cleveland Indians	0.552	5.29
1934 Detroit Tigers	0.656	6.22
1934 New York Yankees	0.61	5.47
1934 St. Louis Browns	0.435	4.38
1934 St. Louis Cardinals	0.617	5.19
1934 Washington Senators	0.426	4.7
1935 New York Yankees	0.597	5.49
1935 Philadelphia Athletics	0.389	4.77
1935 Detroit Tigers	0.612	6.05
1935 Chicago White Sox	0.484	4.82
1935 Boston Braves	0.248	3.76
1935 Pittsburgh Pirates	0.562	4.86
1935 Boston Red Sox	0.506	4.66
1935 Washington Senators	0.435	5.34
1935 Brooklyn Dodgers	0.455	4.62
1935 Chicago Cubs	0.649	5.5
1935 Cincinnati Reds	0.442	4.19
1935 St. Louis Cardinals	0.623	5.38
1935 St. Louis Browns	0.419	4.63
1935 Cleveland Indians	0.526	4.97
1935 New York Giants	0.583	4.94
1935 Philadelphia Phillies	0.41	4.39
1936 Chicago White Sox	0.529	6.01
1936 Washington Senators	0.536	5.81
1936 Detroit Tigers	0.539	5.98
1936 Philadelphia Athletics	0.344	4.64
1936 Chicago Cubs	0.565	4.9
1936 Cincinnati Reds	0.481	4.69
1936 New York Giants	0.597	4.82
1936 Philadelphia Phillies	0.351	4.71
1936 Boston Red Sox	0.477	5
1936 New York Yankees	0.658	6.87
1936 St. Louis Browns	0.368	5.19
1936 St. Louis Cardinals	0.561	5.13
1936 Brooklyn Dodgers	0.429	4.24
1936 Pittsburgh Pirates	0.538	5.15
1936 Cleveland Indians	0.51	5.87
1936 Boston Bees	0.452	4.02
1937 Boston Bees	0.52	3.81
1937 New York Giants	0.625	4.82
1937 Boston Red Sox	0.519	5.33
1937 Chicago White Sox	0.558	5.06
1937 Philadelphia Athletics	0.351	4.54
1937 Chicago Cubs	0.604	5.27
1937 Pittsburgh Pirates	0.558	4.57
1937 Detroit Tigers	0.574	6.03
1937 Brooklyn Dodgers	0.4	3.97
1937 Cincinnati Reds	0.361	3.95
1937 Philadelphia Phillies	0.394	4.67
1937 Cleveland Indians	0.532	5.24
1937 St. Louis Browns	0.295	4.58
1937 New York Yankees	0.65	6.24
1937 St. Louis Cardinals	0.516	5.03
1937 Washington Senators	0.462	4.79
1938 Chicago White Sox	0.436	4.76
1938 Boston Red Sox	0.587	6.01
1938 Brooklyn Dodgers	0.457	4.66
1938 Cincinnati Reds	0.543	4.79
1938 Philadelphia Phillies	0.298	3.64
1938 Washington Senators	0.493	5.36
1938 New York Giants	0.546	4.64
1938 Pittsburgh Pirates	0.566	4.65
1938 Cleveland Indians	0.562	5.54
1938 Boston Bees	0.503	3.67
1938 Philadelphia Athletics	0.344	4.71
1938 Chicago Cubs	0.578	4.63
1938 Detroit Tigers	0.542	5.56
1938 St. Louis Browns	0.353	4.84
1938 St. Louis Cardinals	0.455	4.65
1938 New York Yankees	0.631	6.15
1939 New York Giants	0.51	4.66
1939 Boston Red Sox	0.586	5.86
1939 New York Yankees	0.697	6.36
1939 Boston Bees	0.414	3.76
1939 Philadelphia Phillies	0.296	3.64
1939 Philadelphia Athletics	0.359	4.65
1939 Washington Senators	0.425	4.59
1939 Pittsburgh Pirates	0.444	4.35
1939 Cleveland Indians	0.565	5.18
1939 Chicago White Sox	0.548	4.87
1939 Detroit Tigers	0.523	5.48
1939 St. Louis Cardinals	0.594	5.03
1939 St. Louis Browns	0.276	4.7
1939 Chicago Cubs	0.538	4.64
1939 Cincinnati Reds	0.622	4.92
1939 Brooklyn Dodgers	0.535	4.51
1940 Boston Bees	0.428	4.1
1940 New York Giants	0.474	4.36
1940 Philadelphia Phillies	0.327	3.23
1940 Boston Red Sox	0.532	5.66
1940 Philadelphia Athletics	0.351	4.56
1940 Washington Senators	0.416	4.32
1940 Chicago Cubs	0.487	4.42
1940 Chicago White Sox	0.529	4.74
1940 Cleveland Indians	0.574	4.58
1940 Detroit Tigers	0.581	5.73
1940 New York Yankees	0.568	5.27
1940 Cincinnati Reds	0.645	4.56
1940 St. Louis Browns	0.429	4.85
1940 Brooklyn Dodgers	0.564	4.47
1940 Pittsburgh Pirates	0.5	5.19
1940 St. Louis Cardinals	0.538	4.79
1941 Philadelphia Athletics	0.416	4.63
1941 Cincinnati Reds	0.571	4
1941 Boston Red Sox	0.542	5.58
1941 Cleveland Indians	0.484	4.37
1941 Detroit Tigers	0.484	4.43
1941 Chicago Cubs	0.452	4.3
1941 Philadelphia Phillies	0.277	3.23
1941 St. Louis Cardinals	0.626	4.74
1941 Chicago White Sox	0.494	4.09
1941 New York Yankees	0.647	5.32
1941 Washington Senators	0.449	4.67
1941 Boston Braves	0.397	3.79
1941 New York Giants	0.474	4.28
1941 Pittsburgh Pirates	0.519	4.42
1941 St. Louis Browns	0.446	4.87
1941 Brooklyn Dodgers	0.637	5.1
1942 Chicago White Sox	0.446	3.64
1942 Boston Braves	0.393	3.43
1942 St. Louis Browns	0.543	4.83
1942 Washington Senators	0.411	4.32
1942 Philadelphia Phillies	0.278	2.61
1942 Pittsburgh Pirates	0.437	3.87
1942 Boston Red Sox	0.612	5.01
1942 New York Yankees	0.669	5.2
1942 Philadelphia Athletics	0.357	3.56
1942 Cincinnati Reds	0.494	3.42
1942 New York Giants	0.552	4.38
1942 Brooklyn Dodgers	0.671	4.79
1942 Chicago Cubs	0.439	3.81
1942 Cleveland Indians	0.481	3.78
1942 Detroit Tigers	0.468	3.78
1942 St. Louis Cardinals	0.679	4.84
1943 Cleveland Indians	0.536	3.92
1943 St. Louis Browns	0.471	3.9
1943 Washington Senators	0.549	4.35
1943 Brooklyn Dodgers	0.529	4.68
1943 Boston Braves	0.444	3.04
1943 Chicago Cubs	0.481	4.1
1943 Boston Red Sox	0.439	3.63
1943 Chicago White Sox	0.529	3.7
1943 Detroit Tigers	0.503	4.08
1943 New York Yankees	0.632	4.32
1943 Philadelphia Athletics	0.316	3.21
1943 Cincinnati Reds	0.561	3.92
1943 New York Giants	0.353	3.58
1943 Philadelphia Phillies	0.408	3.64
1943 Pittsburgh Pirates	0.51	4.26
1943 St. Louis Cardinals	0.669	4.32
1944 Chicago White Sox	0.461	3.53
1944 New York Yankees	0.539	4.38
1944 St. Louis Browns	0.578	4.44
1944 Washington Senators	0.416	3.84
1944 Philadelphia Phillies	0.396	3.5
1944 Cleveland Indians	0.465	4.15
1944 Philadelphia Athletics	0.465	3.39
1944 Brooklyn Dodgers	0.406	4.45
1944 Boston Braves	0.419	3.83
1944 Cincinnati Reds	0.574	3.7
1944 New York Giants	0.432	4.4
1944 Boston Red Sox	0.494	4.74
1944 Detroit Tigers	0.564	4.22
1944 Chicago Cubs	0.478	4.47
1944 St. Louis Cardinals	0.669	4.92
1944 Pittsburgh Pirates	0.57	4.71
1945 Cleveland Indians	0.497	3.79
1945 Chicago White Sox	0.473	3.97
1945 New York Yankees	0.533	4.45
1945 Philadelphia Athletics	0.34	3.23
1945 St. Louis Browns	0.526	3.88
1945 Boston Braves	0.435	4.68
1945 Cincinnati Reds	0.396	3.48
1945 New York Giants	0.506	4.34
1945 Philadelphia Phillies	0.299	3.56
1945 Detroit Tigers	0.568	4.08
1945 Brooklyn Dodgers	0.561	5.13
1945 Chicago Cubs	0.632	4.74
1945 Pittsburgh Pirates	0.529	4.86
1945 St. Louis Cardinals	0.613	4.88
1945 Washington Senators	0.558	3.99
1945 Boston Red Sox	0.452	3.82
1946 New York Yankees	0.565	4.44
1946 Boston Braves	0.526	4.09
1946 New York Giants	0.396	3.97
1946 Chicago White Sox	0.477	3.63
1946 Detroit Tigers	0.594	4.54
1946 Philadelphia Athletics	0.316	3.41
1946 Washington Senators	0.49	3.92
1946 Chicago Cubs	0.529	4.04
1946 Philadelphia Phillies	0.445	3.61
1946 Pittsburgh Pirates	0.406	3.56
1946 Boston Red Sox	0.667	5.08
1946 Cleveland Indians	0.436	3.44
1946 St. Louis Browns	0.423	3.98
1946 Cincinnati Reds	0.429	3.35
1946 St. Louis Cardinals	0.628	4.56
1946 Brooklyn Dodgers	0.611	4.46
1947 St. Louis Browns	0.383	3.66
1947 Washington Senators	0.416	3.22
1947 Boston Braves	0.558	4.55
1947 Cincinnati Reds	0.474	4.42
1947 Chicago White Sox	0.452	3.57
1947 New York Yankees	0.626	5.12
1947 Brooklyn Dodgers	0.606	4.99
1947 Chicago Cubs	0.445	3.66
1947 New York Giants	0.523	5.35
1947 Philadelphia Phillies	0.4	3.8
1947 Philadelphia Athletics	0.5	4.06
1947 Pittsburgh Pirates	0.397	4.77
1947 St. Louis Cardinals	0.571	5
1947 Boston Red Sox	0.529	4.59
1947 Cleveland Indians	0.51	4.38
1947 Detroit Tigers	0.538	4.52
1948 Cincinnati Reds	0.418	3.84
1948 Chicago White Sox	0.331	3.63
1948 Detroit Tigers	0.506	4.55
1948 New York Yankees	0.61	5.56
1948 Philadelphia Athletics	0.545	4.73
1948 Washington Senators	0.364	3.75
1948 Boston Braves	0.591	4.8
1948 Boston Red Sox	0.619	5.85
1948 St. Louis Browns	0.381	4.33
1948 Brooklyn Dodgers	0.542	4.8
1948 Chicago Cubs	0.413	3.85
1948 New York Giants	0.503	5.03
1948 Philadelphia Phillies	0.426	3.81
1948 St. Louis Cardinals	0.548	4.79
1948 Cleveland Indians	0.622	5.38
1948 Pittsburgh Pirates	0.532	4.53
1949 Chicago White Sox	0.409	4.21
1949 Cleveland Indians	0.578	4.38
1949 Philadelphia Athletics	0.526	4.71
1949 Washington Senators	0.325	3.79
1949 Chicago Cubs	0.396	3.85
1949 Philadelphia Phillies	0.526	4.3
1949 Pittsburgh Pirates	0.461	4.42
1949 Boston Red Sox	0.619	5.78
1949 Detroit Tigers	0.561	4.85
1949 New York Yankees	0.626	5.35
1949 St. Louis Browns	0.342	4.3
1949 Brooklyn Dodgers	0.622	5.63
1949 Cincinnati Reds	0.397	4.02
1949 New York Giants	0.468	4.72
1949 Boston Braves	0.478	4.5
1949 St. Louis Cardinals	0.611	4.88
1950 Cincinnati Reds	0.431	4.27
1950 St. Louis Cardinals	0.51	4.53
1950 Boston Red Sox	0.61	6.67
1950 Philadelphia Athletics	0.338	4.35
1950 St. Louis Browns	0.377	4.44
1950 Chicago Cubs	0.416	4.18
1950 New York Giants	0.558	4.77
1950 Pittsburgh Pirates	0.37	4.42
1950 Cleveland Indians	0.594	5.2
1950 New York Yankees	0.632	5.9
1950 Washington Senators	0.432	4.45
1950 Brooklyn Dodgers	0.574	5.46
1950 Chicago White Sox	0.385	4.01
1950 Boston Braves	0.532	5.03
1950 Detroit Tigers	0.605	5.33
1950 Philadelphia Phillies	0.58	4.6
1951 Boston Red Sox	0.565	5.22
1951 Detroit Tigers	0.474	4.45
1951 New York Yankees	0.636	5.18
1951 Philadelphia Athletics	0.455	4.78
1951 St. Louis Browns	0.338	3.97
1951 Washington Senators	0.403	4.36
1951 Philadelphia Phillies	0.474	4.21
1951 Chicago White Sox	0.523	4.61
1951 Cleveland Indians	0.6	4.49
1951 Boston Braves	0.49	4.66
1951 Chicago Cubs	0.4	3.96
1951 Cincinnati Reds	0.439	3.61
1951 Pittsburgh Pirates	0.413	4.45
1951 St. Louis Cardinals	0.523	4.41
1951 New York Giants	0.624	4.97
1951 Brooklyn Dodgers	0.614	5.41
1952 Boston Red Sox	0.494	4.34
1952 New York Yankees	0.617	4.72
1952 Cincinnati Reds	0.448	3.99
1952 New York Giants	0.597	4.69
1952 Philadelphia Phillies	0.565	4.27
1952 St. Louis Cardinals	0.571	4.4
1952 Cleveland Indians	0.6	4.92
1952 Philadelphia Athletics	0.51	4.28
1952 St. Louis Browns	0.413	3.9
1952 Brooklyn Dodgers	0.619	5
1952 Boston Braves	0.413	3.67
1952 Chicago Cubs	0.497	4.05
1952 Pittsburgh Pirates	0.271	3.32
1952 Chicago White Sox	0.519	3.91
1952 Detroit Tigers	0.321	3.57
1952 Washington Senators	0.497	3.81
1953 New York Yankees	0.656	5.3
1953 Washington Senators	0.5	4.52
1953 Boston Red Sox	0.549	4.29
1953 St. Louis Browns	0.351	3.6
1953 Pittsburgh Pirates	0.325	4.04
1953 Cleveland Indians	0.594	4.97
1953 Brooklyn Dodgers	0.677	6.16
1953 Chicago Cubs	0.419	4.08
1953 Cincinnati Reds	0.439	4.61
1953 New York Giants	0.452	4.95
1953 Chicago White Sox	0.571	4.59
1953 Philadelphia Phillies	0.532	4.59
1953 Philadelphia Athletics	0.376	4.03
1953 Milwaukee Braves	0.586	4.7
1953 St. Louis Cardinals	0.529	4.89
1953 Detroit Tigers	0.38	4.4
1954 Baltimore Orioles	0.351	3.14
1954 Brooklyn Dodgers	0.597	5.05
1954 Chicago Cubs	0.416	4.55
1954 Cincinnati Redlegs	0.481	4.73
1954 Milwaukee Braves	0.578	4.35
1954 New York Giants	0.63	4.75
1954 Philadelphia Phillies	0.487	4.28
1954 Pittsburgh Pirates	0.344	3.62
1954 St. Louis Cardinals	0.468	5.19
1954 Chicago White Sox	0.606	4.59
1954 Detroit Tigers	0.439	3.77
1954 New York Yankees	0.665	5.19
1954 Washington Senators	0.426	4.08
1954 Boston Red Sox	0.442	4.49
1954 Cleveland Indians	0.712	4.78
1954 Philadelphia Athletics	0.327	3.47
1955 Boston Red Sox	0.545	4.9
1955 Cleveland Indians	0.604	4.53
1955 Detroit Tigers	0.513	5.03
1955 New York Yankees	0.623	4.95
1955 Washington Senators	0.344	3.88
1955 Brooklyn Dodgers	0.636	5.56
1955 Chicago Cubs	0.468	4.06
1955 Cincinnati Redlegs	0.487	4.94
1955 Milwaukee Braves	0.552	4.82
1955 New York Giants	0.519	4.56
1955 Philadelphia Phillies	0.5	4.38
1955 Pittsburgh Pirates	0.39	3.64
1955 St. Louis Cardinals	0.442	4.25
1955 Chicago White Sox	0.587	4.68
1955 Kansas City Athletics	0.406	4.12
1955 Baltimore Orioles	0.365	3.46
1956 Baltimore Orioles	0.448	3.71
1956 Chicago White Sox	0.552	5.04
1956 Kansas City Athletics	0.338	4.02
1956 New York Yankees	0.63	5.56
1956 Brooklyn Dodgers	0.604	4.68
1956 New York Giants	0.435	3.51
1956 Philadelphia Phillies	0.461	4.34
1956 Boston Red Sox	0.542	5.03
1956 Cleveland Indians	0.568	4.59
1956 Detroit Tigers	0.529	5.09
1956 Washington Senators	0.381	4.21
1956 Cincinnati Redlegs	0.587	5
1956 Milwaukee Braves	0.594	4.57
1956 St. Louis Cardinals	0.487	4.35
1956 Chicago Cubs	0.382	3.8
1956 Pittsburgh Pirates	0.42	3.75
1957 Cleveland Indians	0.497	4.46
1957 Baltimore Orioles	0.494	3.88
1957 Boston Red Sox	0.532	4.68
1957 Detroit Tigers	0.506	3.99
1957 Kansas City Athletics	0.383	3.66
1957 New York Yankees	0.636	4.69
1957 Washington Senators	0.357	3.92
1957 Brooklyn Dodgers	0.545	4.48
1957 Cincinnati Redlegs	0.519	4.85
1957 New York Giants	0.448	4.18
1957 St. Louis Cardinals	0.565	4.79
1957 Chicago White Sox	0.581	4.56
1957 Milwaukee Braves	0.613	4.98
1957 Pittsburgh Pirates	0.4	3.78
1957 Chicago Cubs	0.397	4.03
1957 Philadelphia Phillies	0.494	3.99
1958 Cleveland Indians	0.503	4.54
1958 Baltimore Orioles	0.481	3.38
1958 Detroit Tigers	0.5	4.28
1958 Chicago Cubs	0.468	4.6
1958 Cincinnati Redlegs	0.494	4.51
1958 Los Angeles Dodgers	0.461	4.34
1958 Milwaukee Braves	0.597	4.38
1958 Philadelphia Phillies	0.448	4.31
1958 Pittsburgh Pirates	0.545	4.3
1958 San Francisco Giants	0.519	4.72
1958 St. Louis Cardinals	0.468	4.02
1958 Boston Red Sox	0.51	4.5
1958 Chicago White Sox	0.529	4.09
1958 New York Yankees	0.594	4.9
1958 Kansas City Athletics	0.468	4.12
1958 Washington Senators	0.391	3.54
1959 Boston Red Sox	0.487	4.71
1959 Cleveland Indians	0.578	4.84
1959 Detroit Tigers	0.494	4.63
1959 Kansas City Athletics	0.429	4.42
1959 Washington Senators	0.409	4.02
1959 Cincinnati Redlegs	0.481	4.96
1959 San Francisco Giants	0.539	4.58
1959 St. Louis Cardinals	0.461	4.16
1959 Baltimore Orioles	0.477	3.55
1959 New York Yankees	0.51	4.43
1959 Chicago Cubs	0.477	4.34
1959 Philadelphia Phillies	0.413	3.86
1959 Pittsburgh Pirates	0.503	4.2
1959 Chicago White Sox	0.603	4.29
1959 Los Angeles Dodgers	0.564	4.52
1959 Milwaukee Braves	0.548	4.61
1960 Baltimore Orioles	0.578	4.43
1960 Boston Red Sox	0.422	4.27
1960 Chicago White Sox	0.565	4.81
1960 Cleveland Indians	0.494	4.33
1960 Detroit Tigers	0.461	4.11
1960 Washington Senators	0.474	4.36
1960 Cincinnati Reds	0.435	4.16
1960 Los Angeles Dodgers	0.532	4.3
1960 Milwaukee Braves	0.571	4.7
1960 Philadelphia Phillies	0.383	3.55
1960 Kansas City Athletics	0.374	3.97
1960 New York Yankees	0.626	4.81
1960 Pittsburgh Pirates	0.613	4.74
1960 St. Louis Cardinals	0.555	4.12
1960 Chicago Cubs	0.385	4.06
1960 San Francisco Giants	0.506	4.3
1961 Cincinnati Reds	0.604	4.61
1961 Los Angeles Dodgers	0.578	4.77
1961 Pittsburgh Pirates	0.487	4.51
1961 Milwaukee Braves	0.535	4.59
1961 Philadelphia Phillies	0.303	3.77
1961 San Francisco Giants	0.548	4.99
1961 St. Louis Cardinals	0.516	4.54
1961 Chicago Cubs	0.41	4.42
1961 Cleveland Indians	0.484	4.58
1961 Minnesota Twins	0.435	4.39
1961 Washington Senators	0.379	3.84
1961 Kansas City Athletics	0.377	4.22
1961 Los Angeles Angels	0.432	4.59
1961 Baltimore Orioles	0.583	4.24
1961 Boston Red Sox	0.466	4.47
1961 Chicago White Sox	0.528	4.69
1961 Detroit Tigers	0.62	5.16
1961 New York Yankees	0.669	5.07
1962 Boston Red Sox	0.475	4.42
1962 Detroit Tigers	0.528	4.71
1962 New York Mets	0.248	3.83
1962 Philadelphia Phillies	0.503	4.38
1962 Pittsburgh Pirates	0.578	4.39
1962 Baltimore Orioles	0.475	4.02
